int,lat,date
10.07006185,-0.441110909,0.053252018
11.27259458,-0.407961505,0.040121714
6.713738463,-0.342852997,0.047890457
6.805768531,-0.305647954,0.039543958
11.93286245,-0.453628908,0.04522707
5.289210671,-0.300303729,0.046453287
10.9398573,-0.511259879,0.062605696
15.73811609,-0.593924811,0.056126733
13.47176464,-0.505374663,0.048882192
13.69026195,-0.517077155,0.050363282
20.35683108,-0.713289041,0.059697651
9.419294271,-0.385358376,0.04371598
15.22420046,-0.572916149,0.055059795
8.572845024,-0.39177873,0.048423073
16.4290129,-0.561980787,0.04554457
8.470227111,-0.404381528,0.052546737
12.71125206,-0.500297312,0.051602548
14.09485926,-0.550052386,0.056135369
5.77183315,-0.342336106,0.052898699
14.84842993,-0.516873804,0.044959285
10.85441893,-0.478955944,0.057068004
11.10235405,-0.560400104,0.074783206
6.047790285,-0.365181945,0.056681256
18.1636539,-0.623746979,0.050838009
12.94579632,-0.509783626,0.051767902
17.00646575,-0.562756372,0.04382427
14.27446656,-0.512371667,0.046952228
10.95328747,-0.412876305,0.040890032
11.77163486,-0.493324538,0.055194178
10.57500146,-0.531311755,0.070162702
5.077580488,-0.335484774,0.055983624
15.60134871,-0.498224324,0.035624258
6.449019035,-0.36468052,0.055390046
7.835670389,-0.419645324,0.059681601
18.60626608,-0.619918471,0.048015463
11.49969613,-0.446046882,0.045451919
13.51713222,-0.506737966,0.048753047
11.86297805,-0.458086018,0.046658356
11.07658529,-0.533033493,0.0680596
10.57910536,-0.462632638,0.054459196
22.54229501,-0.73196643,0.05238579
16.82689565,-0.611001887,0.054228188
11.72472654,-0.432260614,0.041673061
8.823459665,-0.427124471,0.055796729
12.54429474,-0.493908701,0.050967965
6.729794396,-0.377634831,0.056647743
11.91451358,-0.476644327,0.051239031
9.58340575,-0.396552084,0.044949401
6.30747906,-0.397064723,0.06266972
17.46390905,-0.591551824,0.046931622
13.10640418,-0.589211706,0.068659274
12.73762888,-0.498378877,0.050770984
11.54334609,-0.475481212,0.052145735
9.646381104,-0.405755335,0.045714439
13.62397908,-0.490593444,0.045096643
10.87974541,-0.413490684,0.042716719
12.25142446,-0.446652986,0.042783211
12.17032176,-0.496763021,0.053044373
16.14900747,-0.59963416,0.055661916
5.982456847,-0.260339447,0.033375555
12.14145878,-0.518247331,0.060054903
11.16345627,-0.435119665,0.045625225
6.368130787,-0.35657733,0.053988859
7.290557482,-0.354616484,0.047746147
9.616518145,-0.512412674,0.071833593
0.39376903,-0.192413726,0.047139493
15.98226737,-0.508736941,0.036919203
8.712571946,-0.382614883,0.046089288
13.8887966,-0.568138694,0.061110302
5.609090947,-0.318176494,0.048536689
15.95342188,-0.629214723,0.064264176
14.83031194,-0.576023321,0.057414857
7.954260095,-0.369303386,0.048272766
14.46268426,-0.567358549,0.057314471
3.659966339,-0.311186707,0.056723111
7.915759623,-0.343874942,0.041802193
13.72305537,-0.544742706,0.057661058
12.53894054,-0.480329067,0.049103985
9.071756254,-0.401743776,0.0485152
15.68737622,-0.58989811,0.056479687
5.861448031,-0.335673426,0.051312617
13.75665041,-0.495188919,0.045303381
11.25625741,-0.457197821,0.051160871
9.235703032,-0.418873939,0.051962755
13.00823139,-0.538946775,0.05958508
16.30604568,-0.552415241,0.044313545
9.09210039,-0.375975173,0.043016842
10.80323119,-0.449620053,0.050075002
8.218962211,-0.406317446,0.053628691
12.9553318,-0.501153389,0.050701185
13.96525971,-0.534791236,0.053220879
12.68561096,-0.516620029,0.056316015
20.72123303,-0.738036597,0.06369
16.0668446,-0.603799167,0.05806414
4.539156224,-0.232019308,0.035103028
5.58459823,-0.376149896,0.06119073
9.953890044,-0.429701036,0.05078079
5.123471221,-0.319497072,0.051061516
14.03146947,-0.494389393,0.043716046
12.53579596,-0.492665258,0.049278746
16.58113782,-0.594267563,0.053211999
7.526382638,-0.355468408,0.047289211
7.384847621,-0.374602454,0.052243652
8.066780466,-0.398434724,0.053357618
11.82627655,-0.45461367,0.04679057
14.01150679,-0.520668953,0.049454546
19.75198816,-0.692850821,0.05857279
8.200422709,-0.440357519,0.062332549
12.98154959,-0.492801581,0.047876216
12.25315921,-0.502727111,0.054637385
8.459104685,-0.361165708,0.042382026
10.17177024,-0.425319117,0.048059499
10.36943011,-0.443401784,0.051712053
8.418023299,-0.364222636,0.043319206
11.55634229,-0.426180628,0.04160887
20.60940665,-0.66402658,0.045707773
10.2009506,-0.443893513,0.05272295
8.369944565,-0.348686937,0.041220431
11.7511181,-0.470661109,0.051142032
14.7169456,-0.556595296,0.054063078
12.69317506,-0.426933177,0.03561572
5.109466443,-0.319135506,0.052541976
11.39673842,-0.447612476,0.046683287
14.07301363,-0.466816658,0.037816573
14.51880105,-0.588012016,0.060973224
11.50564912,-0.498832226,0.057547978
15.56965751,-0.539181739,0.045745548
18.77872652,-0.618395103,0.046300424
17.88152796,-0.602181962,0.048637763
15.24644591,-0.536347761,0.047452944
13.91664109,-0.524085992,0.050436649
10.13876533,-0.418373146,0.046931889
9.018324718,-0.444829534,0.05913278
10.76947559,-0.54475374,0.072848086
8.55554547,-0.417407215,0.055391576
12.35578016,-0.495668431,0.052073665
10.7928196,-0.468425051,0.054888278
7.181720659,-0.397287958,0.058267868
5.182284096,-0.316997247,0.049813704
10.56654334,-0.430610006,0.046983428
7.532362747,-0.34412897,0.043324304
10.60007369,-0.463760033,0.054820466
6.357249752,-0.323782791,0.045662578
7.094436443,-0.435869049,0.067123329
5.990512706,-0.323876706,0.047312707
10.7741055,-0.429308719,0.045761908
11.9291048,-0.459364334,0.046126505
10.19755325,-0.447895117,0.053053077
8.931671725,-0.39722432,0.048077983
8.77404279,-0.394045076,0.048119102
8.97293211,-0.428232301,0.055087461
13.7805257,-0.499572473,0.045792192
10.45534046,-0.424649269,0.046781257
13.3787399,-0.514614259,0.051752975
12.49072106,-0.522113547,0.058061102
13.69957558,-0.490290483,0.044874608
9.646277279,-0.44695148,0.056228535
12.01909237,-0.5409333,0.064305624
12.06691353,-0.496568511,0.05379386
12.05076875,-0.467901548,0.047260166
16.82216131,-0.612285979,0.05636302
15.96758034,-0.628967147,0.063908319
8.659590387,-0.409019728,0.053140217
12.08988576,-0.467251158,0.048010657
8.319926551,-0.366932665,0.045178177
8.984354812,-0.412491317,0.05142673
17.85447742,-0.674565899,0.063408321
14.05101977,-0.488037728,0.042594242
14.51599482,-0.561429032,0.055676646
10.01703489,-0.499503263,0.06605693
16.05504855,-0.597341198,0.055496062
17.54918952,-0.572882967,0.041945192
25.74724055,-0.806295953,0.052562607
8.277551508,-0.404878911,0.053630338
18.78720873,-0.693131006,0.064368857
12.72888724,-0.49036955,0.049380649
10.25569322,-0.41907767,0.046290415
11.22571402,-0.484321118,0.05506619
17.23985491,-0.584221887,0.047571828
7.76488609,-0.365068019,0.047826019
12.08065724,-0.500677929,0.055956821
12.07279506,-0.491617554,0.054012255
12.00359846,-0.474571686,0.049349238
18.26592937,-0.634231871,0.052427118
4.920006738,-0.294185631,0.046898041
20.19313108,-0.615348985,0.039905647
7.574470569,-0.415465503,0.060613575
6.297268876,-0.375781813,0.057687656
13.59558554,-0.571018965,0.064433702
1.027820858,-0.190639851,0.043783021
9.890075789,-0.463372496,0.057629991
10.17059034,-0.411793799,0.045715199
12.89377889,-0.499542838,0.051011079
14.70326085,-0.540340694,0.050706756
12.9499494,-0.508091871,0.052530891
11.78737404,-0.448937616,0.046048709
12.9529389,-0.543382473,0.060595746
11.44021848,-0.481065709,0.05422078
4.239131562,-0.283613401,0.047462205
11.64322099,-0.405776426,0.036452808
11.87719412,-0.481158109,0.051802424
13.39912851,-0.53376012,0.056228771
6.587403905,-0.374848656,0.056130478
16.99541417,-0.68389132,0.070839566
10.84788154,-0.457708491,0.052646522
14.93410764,-0.555973035,0.052755913
5.916173415,-0.309889843,0.043767218
12.11904536,-0.511676394,0.058140569
9.93569134,-0.447522675,0.054531129
5.478630487,-0.273050165,0.038244579
8.051658123,-0.407348125,0.05600373
14.59432183,-0.538661892,0.051629651
5.717008076,-0.299699928,0.043061448
10.07938807,-0.466844261,0.05879212
9.204815986,-0.454435933,0.060982648
10.82193752,-0.437930947,0.047393665
14.13380258,-0.595935555,0.06634435
8.265110596,-0.431345155,0.060238369
6.70415592,-0.365183189,0.05273046
13.3230656,-0.496007875,0.047579935
13.31642921,-0.502931234,0.049697762
13.7639945,-0.491068983,0.043973456
10.11975797,-0.449234644,0.054877443
12.24174216,-0.573619618,0.07083976
16.31757724,-0.617677654,0.059308445
16.04238869,-0.559614144,0.047798283
13.44708609,-0.500367915,0.047738742
10.08024172,-0.41563743,0.046241726
7.234390559,-0.406200691,0.059542069
11.38590791,-0.450918825,0.048412199
9.665234545,-0.450112132,0.05655026
17.26916089,-0.591865851,0.048785623
18.04081804,-0.675686329,0.064262893
15.54337394,-0.570834663,0.052186565
24.6137017,-0.831400238,0.064162662
15.83830472,-0.566217998,0.049626723
13.87561824,-0.504452873,0.047303007
11.5745364,-0.443773451,0.045289545
11.12559171,-0.467049324,0.052245846
15.49839598,-0.526574305,0.043315709
16.75541088,-0.643465896,0.061565984
13.27004504,-0.529302366,0.055719378
8.165670151,-0.426240759,0.05887384
3.095350112,-0.224922575,0.038957036
17.78942385,-0.61076404,0.049935963
13.074751,-0.513520099,0.053871208
3.888970711,-0.299694692,0.053762954
12.26579202,-0.469397596,0.047116938
4.452864769,-0.290620646,0.048016357
13.85862682,-0.539487465,0.05404414
6.49031649,-0.423767726,0.06906926
18.43624432,-0.566654878,0.037316687
13.95204011,-0.463848919,0.037579115
7.982636568,-0.375117429,0.048760626
5.201525054,-0.397240586,0.069405304
13.38473072,-0.452874364,0.037966406
7.392168906,-0.368182221,0.050393534
13.61298727,-0.531036308,0.054415034
9.407661909,-0.44096669,0.056298714
7.535868156,-0.40654934,0.058732519
5.599780303,-0.403085398,0.067172577
15.83684952,-0.611465399,0.060651153
10.99710475,-0.443514025,0.047637659
13.02433202,-0.518555218,0.053681396
5.337261784,-0.259362634,0.036477095
6.201709706,-0.316335769,0.044857001
9.267620772,-0.46246998,0.06106431
8.08253471,-0.406759822,0.055839555
8.385273924,-0.331269037,0.037417836
13.19988782,-0.468671024,0.041869835
8.008879232,-0.439817912,0.063659615
15.18452154,-0.552110631,0.049713504
10.14020524,-0.497700633,0.064551484
15.51410595,-0.568819776,0.052138132
14.56373049,-0.534716939,0.049412155
12.97851505,-0.442758162,0.038189173
11.56653364,-0.46177443,0.049008575
15.87193162,-0.588829509,0.055243682
13.89522161,-0.559142563,0.05787544
8.029081377,-0.376498862,0.048748295
13.6130809,-0.514299763,0.049910683
14.51452151,-0.540924132,0.050771952
8.457497108,-0.428215188,0.057410202
23.43131725,-0.713099646,0.044257847
8.89848688,-0.449499527,0.059590106
15.5283223,-0.554606196,0.049739836
12.67464343,-0.501157885,0.052161049
14.56120514,-0.570758996,0.059229578
11.26678292,-0.421646539,0.042480648
10.6888575,-0.479670763,0.058308338
14.37187723,-0.505048526,0.044134896
12.99032703,-0.516342695,0.054435763
11.41729585,-0.453569897,0.047508805
14.46431514,-0.534754392,0.050446378
14.94117685,-0.565177683,0.05506516
12.47397509,-0.448074419,0.041314493
9.857047252,-0.405605958,0.044447303
15.79533902,-0.61075761,0.060390457
15.49106297,-0.580029941,0.054558789
11.16459023,-0.454135091,0.05023355
12.77642084,-0.497047214,0.050415526
11.72444071,-0.498315464,0.056887281
