S,betabeta,betamu,deviance,gamma,sd,sd2,sd3
-0.448165944,0.012890255,0.001981778,-2880.715813,0.613227788,0.202002255,0.000256941,0.09085353
-0.478231785,0.015277411,0.001905086,-2877.826562,0.586054176,0.200054742,0.000257159,0.071806571
-0.450476336,0.013699661,0.001935367,-2861.657667,0.600545561,0.202940174,0.000294442,0.068181392
-0.445030195,0.013084976,0.001916311,-2866.525473,0.631045379,0.201271127,0.000282203,0.068435808
-0.506985122,0.016257206,0.001928444,-2864.261938,0.626310017,0.200818858,0.000288465,0.079398821
-0.464827505,0.013617241,0.00191718,-2861.126345,0.624548422,0.201814316,0.000244025,0.08072893
-0.492895763,0.015084358,0.001906971,-2864.576395,0.609196862,0.199955867,0.000206204,0.078831084
-0.421017677,0.013203107,0.001979453,-2863.647257,0.593068725,0.199585225,0.000143334,0.083772978
-0.38639507,0.011576266,0.001957285,-2869.138604,0.619644452,0.200984254,0.000145827,0.079316264
-0.437720399,0.012175229,0.001947453,-2865.829544,0.633032897,0.200554652,0.000152714,0.075280473
-0.485119622,0.016293012,0.001996332,-2866.403824,0.618662441,0.20367519,0.000155108,0.078970627
-0.413568166,0.010864351,0.001915119,-2867.323266,0.607434125,0.203043102,0.000145746,0.093189438
-0.360232459,0.009579079,0.001945059,-2844.697238,0.625619617,0.20126202,0.000154522,0.094225101
-0.410979423,0.013958559,0.001893948,-2866.266278,0.606909898,0.200230982,0.000175706,0.087071845
-0.459479898,0.013236083,0.001869252,-2854.044882,0.618346361,0.200901068,0.000205307,0.076327233
-0.412494464,0.012049233,0.001918376,-2872.24528,0.615132547,0.204463965,0.000210565,0.09527375
-0.462080645,0.014336533,0.001888468,-2866.161471,0.617094552,0.20459289,0.000203031,0.065806206
-0.459634231,0.015562709,0.00187729,-2860.600997,0.61656654,0.205443146,0.000213337,0.084209529
-0.492219408,0.017816099,0.001817901,-2843.683442,0.600315081,0.203923053,0.000241494,0.077420683
-0.469663415,0.015872379,0.001890632,-2859.410933,0.618442876,0.2007846,0.000271377,0.071729515
-0.491089744,0.017330758,0.001846048,-2883.445696,0.61934281,0.199259689,0.000177228,0.073991358
-0.476784801,0.017638176,0.0018655,-2854.117029,0.616164766,0.202512574,0.000199106,0.075015298
-0.438913036,0.014540374,0.00191114,-2873.499418,0.621864326,0.200695352,0.000210861,0.070235826
-0.465371441,0.016383207,0.001980208,-2875.950443,0.618547644,0.202258759,0.000195233,0.104959188
-0.492223856,0.015785457,0.002054734,-2889.793627,0.61426796,0.202057571,0.000201242,0.078851293
-0.486536656,0.016790846,0.002004543,-2882.419515,0.606414694,0.200558985,0.000191885,0.088719613
-0.429954226,0.012497925,0.00198589,-2871.386616,0.616141552,0.201322718,0.00020323,0.063213056
-0.441791613,0.013853659,0.002012739,-2860.079134,0.6126886,0.202529226,0.000231022,0.065154152
-0.447497118,0.013264203,0.002012439,-2879.217322,0.620885966,0.201404628,0.000226636,0.040977858
-0.461589058,0.013518711,0.002114575,-2844.810796,0.626913145,0.202982212,0.000261918,0.040117258
-0.472421456,0.013979903,0.00212591,-2841.25285,0.631042334,0.200936453,0.000228436,0.038238366
-0.488961631,0.015538411,0.002136939,-2857.991501,0.620105855,0.201552047,0.000230676,0.044604115
-0.484445781,0.014231736,0.002148232,-2855.960722,0.627402174,0.199841176,0.000213303,0.059109873
-0.462660538,0.014070516,0.002092419,-2863.895733,0.622194431,0.200522614,0.000185594,0.058588937
-0.48714228,0.01556318,0.002069433,-2878.499762,0.614195842,0.201750478,0.000177972,0.057887318
-0.464637664,0.013891871,0.002022464,-2852.812172,0.608280365,0.201973365,0.000191449,0.055185929
-0.44287376,0.012548066,0.002038713,-2865.03943,0.619662214,0.200964598,0.000178712,0.066345615
-0.449458919,0.013432673,0.002123257,-2879.673214,0.606922427,0.202076548,0.000208525,0.084897437
-0.470907245,0.014431437,0.002124051,-2868.688681,0.631635324,0.202508481,0.000247403,0.081997893
-0.507931641,0.014896683,0.002147004,-2867.213123,0.609809888,0.197979531,0.00023553,0.06993656
-0.534922781,0.019500381,0.002092171,-2883.176707,0.620965482,0.200334227,0.000214972,0.065156424
-0.460482907,0.015563935,0.002078678,-2875.078565,0.609715255,0.200719409,0.000209447,0.090507267
-0.523678094,0.01686489,0.002041906,-2861.837131,0.612854237,0.202434565,0.000216937,0.068447335
-0.474216064,0.015768434,0.002102871,-2862.967985,0.643342941,0.202069748,0.000220612,0.060800491
-0.463267509,0.014401562,0.002072327,-2872.209045,0.626752804,0.201430255,0.000196809,0.056422588
-0.443825709,0.013907529,0.002119169,-2855.163996,0.620516661,0.203145925,0.000196435,0.052918855
-0.498991646,0.015374321,0.002068002,-2860.657632,0.613644725,0.20280866,0.000139737,0.050242534
-0.448031648,0.014171744,0.002107304,-2859.141623,0.620519879,0.204038083,0.000130783,0.053774364
-0.462382515,0.01367025,0.002171881,-2854.172395,0.624997217,0.205226959,0.00013646,0.054963605
-0.480356811,0.014762517,0.002171242,-2852.608243,0.615927599,0.204808268,0.000129171,0.049305991
-0.452659185,0.013100337,0.002171349,-2864.409806,0.613988139,0.204553374,0.000139436,0.083751155
-0.48826329,0.015415062,0.002141363,-2874.923433,0.632192585,0.200419843,0.000122014,0.093820457
-0.474117145,0.014688169,0.002109191,-2874.181794,0.610877598,0.199604013,0.00012697,0.052915796
-0.491375887,0.015557112,0.002133156,-2859.777009,0.618331511,0.203086621,0.000110918,0.05013428
-0.464734709,0.013785813,0.002125843,-2856.486276,0.611110645,0.202928194,9.94E-05,0.05376159
-0.473633893,0.014224981,0.002122606,-2848.742392,0.617683089,0.201075022,9.60E-05,0.047409732
-0.469756108,0.013441652,0.002143904,-2871.480549,0.616952167,0.19802492,9.58E-05,0.054374998
-0.529062198,0.016679411,0.002147295,-2859.421164,0.62619369,0.200312493,8.99E-05,0.058032611
-0.490078105,0.016346813,0.002126431,-2868.434474,0.621304341,0.201702373,9.06E-05,0.059155532
-0.500546953,0.015950183,0.002118906,-2853.901248,0.607490331,0.203148384,8.76E-05,0.054466029
-0.503552758,0.016059495,0.0020988,-2857.586755,0.627301887,0.20308887,8.48E-05,0.051951241
-0.469713047,0.014693823,0.002100414,-2842.851422,0.615493413,0.202553891,8.92E-05,0.052506357
-0.461249111,0.014211509,0.002138687,-2853.596478,0.617071418,0.200849487,7.44E-05,0.052164421
-0.493733954,0.015168141,0.002129049,-2855.193516,0.608906348,0.202028056,6.38E-05,0.058555518
-0.479252418,0.014621203,0.002129681,-2871.526723,0.622319379,0.201897949,5.73E-05,0.061414577
-0.489525776,0.014848658,0.002139551,-2873.429496,0.604870104,0.201577729,5.21E-05,0.058014352
-0.548263888,0.019002514,0.002155247,-2849.606849,0.614348805,0.203199768,8.02E-05,0.078644747
-0.493812257,0.014707127,0.002146537,-2862.911573,0.608392742,0.203245749,8.20E-05,0.077986954
-0.477227691,0.014328855,0.002143365,-2855.327849,0.629322971,0.202414369,7.57E-05,0.064231719
-0.482525626,0.014629602,0.002127215,-2845.665294,0.619457777,0.202726395,8.61E-05,0.073268003
-0.463146306,0.013615483,0.002159021,-2871.676992,0.625134765,0.20430717,8.59E-05,0.070627305
-0.523630399,0.016384312,0.002121477,-2864.938737,0.616096194,0.203072247,0.000112478,0.051811031
-0.502914044,0.01558634,0.002096542,-2871.141738,0.61085317,0.199542882,0.000119202,0.056441444
-0.44284342,0.013472777,0.002091027,-2852.330276,0.604065238,0.199254876,0.000214068,0.061441375
-0.533226087,0.017484708,0.002057385,-2871.370353,0.617408258,0.203696613,0.000264184,0.065727553
-0.457099288,0.013351854,0.002039631,-2875.613032,0.619123185,0.204275629,0.000310432,0.064318234
-0.48581813,0.014989822,0.002154424,-2871.197463,0.615822342,0.20271849,0.000259155,0.062705785
-0.477146519,0.014321657,0.00211634,-2887.916945,0.610923498,0.201764267,0.000274962,0.061563421
-0.457554444,0.013378213,0.002145981,-2886.23815,0.607054658,0.200176554,0.000285909,0.069018791
-0.47100809,0.014147182,0.00213908,-2853.035918,0.629896741,0.200587738,0.000314159,0.068948508
-0.540829664,0.01710732,0.00211818,-2871.314034,0.599431442,0.200839589,0.000255471,0.067661774
-0.500246444,0.016329479,0.002238274,-2864.506984,0.611272921,0.201219905,0.000260826,0.057668092
-0.453683842,0.013826149,0.002286844,-2867.809583,0.610858441,0.201820176,0.000357309,0.073090025
-0.464857288,0.013835628,0.002165981,-2878.849593,0.611728427,0.203861747,0.000406143,0.066042645
-0.476449733,0.014562515,0.002197587,-2870.264149,0.614283703,0.203555007,0.00040788,0.058656371
-0.468436003,0.01458804,0.002188437,-2857.579277,0.636965074,0.20053823,0.000307338,0.064966707
-0.420402323,0.01266881,0.002083041,-2855.07048,0.618587246,0.202359855,0.000217294,0.049409091
-0.488908647,0.014901679,0.002051349,-2865.617841,0.610284045,0.202126453,0.000250708,0.053763227
-0.463647615,0.014071557,0.002009472,-2864.625677,0.61524647,0.20182801,0.00023322,0.054906991
-0.437331475,0.012290319,0.001973789,-2871.455478,0.615822637,0.199691647,0.000254872,0.062134215
-0.479992916,0.013556593,0.002087828,-2860.094608,0.594568687,0.199835239,0.000279829,0.060306271
-0.502904232,0.015456014,0.002101272,-2865.146316,0.611556013,0.198405081,0.000243816,0.059179125
-0.49003196,0.014231002,0.002084404,-2876.511092,0.62006289,0.202682611,0.000191569,0.06338926
-0.537491177,0.016383623,0.002105337,-2855.868077,0.62687026,0.201289148,0.000189509,0.083362527
-0.462154464,0.012797453,0.002106595,-2863.135913,0.603032692,0.199567401,0.000175796,0.08813562
-0.437898276,0.012999554,0.002142788,-2861.675367,0.60428879,0.204005576,0.000215898,0.089056152
-0.488909399,0.014986589,0.002177589,-2873.804999,0.598434521,0.202252141,0.000219513,0.089467306
-0.463446726,0.015749479,0.002108033,-2872.696349,0.606700506,0.202618457,0.000198748,0.082692233
-0.467591799,0.014645983,0.002097184,-2880.630743,0.618620856,0.203290187,0.000187195,0.092855289
-0.49121021,0.015763366,0.002099273,-2880.824898,0.60813121,0.203843554,0.000200883,0.092947448
-0.481839318,0.016814193,0.002050128,-2869.84416,0.632705598,0.201729892,0.000233408,0.092173823
-0.458021598,0.014170182,0.002006867,-2870.712618,0.627003743,0.2014148,0.00018981,0.087244177
-0.498927413,0.016668472,0.002048583,-2855.813447,0.601672708,0.20121153,0.000225969,0.084643277
-0.424878262,0.012205618,0.002103329,-2867.104449,0.623486164,0.200443924,0.000234589,0.076853553
-0.455017281,0.012901536,0.002143957,-2874.881771,0.616693765,0.201906837,0.000278318,0.080754695
-0.455325825,0.013857143,0.002163293,-2864.057633,0.611609771,0.200495428,0.000202569,0.076522581
-0.467093927,0.013535324,0.002190263,-2845.869133,0.636018055,0.200302132,0.000148922,0.060942276
-0.512215312,0.016222497,0.002199066,-2869.893632,0.618126321,0.203380994,0.000145521,0.072916763
-0.525022676,0.015779031,0.002211852,-2861.82248,0.628614648,0.200447735,0.000148611,0.06854599
-0.473608542,0.014160931,0.002201526,-2870.89716,0.609014524,0.201327192,0.000148905,0.057999969
-0.469484805,0.013593523,0.002179599,-2872.539782,0.620638699,0.202011842,0.00012785,0.061803417
-0.47684704,0.014191973,0.00216141,-2855.977064,0.612797079,0.203220472,0.000131575,0.059929155
-0.485765565,0.015545832,0.00214141,-2866.472337,0.598923187,0.202653836,0.000128916,0.069271494
-0.499409213,0.016304595,0.002151343,-2871.340217,0.611732452,0.199841852,0.000130869,0.074306751
-0.525144163,0.016798003,0.002222917,-2865.237727,0.618563665,0.202361879,0.000135255,0.088201088
-0.478894409,0.01367727,0.002229482,-2852.682377,0.624419771,0.201234855,0.000135896,0.057168822
-0.480735102,0.014044336,0.002218818,-2860.498042,0.627631048,0.201910479,0.000148798,0.065997281
-0.506373008,0.015437441,0.002194401,-2859.475581,0.612659473,0.200996696,0.000142128,0.052791991
-0.482511919,0.014086541,0.002206832,-2870.234778,0.615868565,0.203476767,0.000152888,0.05596893
-0.490926685,0.014826179,0.002261515,-2849.533604,0.618063478,0.203760838,0.000200155,0.056118822
-0.515988025,0.015167052,0.002237313,-2856.61333,0.609276732,0.203123154,0.000205532,0.055252812
-0.492573818,0.014413769,0.002239877,-2857.793386,0.613330937,0.201405236,0.00020382,0.060225263
-0.506421447,0.01467157,0.002171103,-2868.547927,0.62300156,0.201035648,0.000221591,0.064930933
