S,betabeta,betamu,deviance,gamma,sd,sd2,sd3
-0.417045267,0.011269163,0.00215809,-2853.035971,0.605737998,0.203036882,9.80E-05,0.067941591
-0.434275902,0.011925611,0.00209875,-2876.937424,0.622188869,0.203867709,0.000179628,0.066510216
-0.495740252,0.015310668,0.002193006,-2871.717706,0.632500919,0.20275455,0.000171015,0.071386094
-0.477828525,0.01436748,0.002073055,-2862.603192,0.614126511,0.199757703,0.000192048,0.073863092
-0.503836527,0.016243641,0.002035805,-2883.997698,0.622346074,0.202629113,0.000194281,0.068263488
-0.490922829,0.016410162,0.001939289,-2857.375781,0.613204679,0.202263153,0.000294423,0.07227076
-0.50492088,0.015874968,0.001979099,-2884.295454,0.607583603,0.201874556,0.000282502,0.069805998
-0.388714712,0.01065071,0.001969937,-2877.762928,0.61693808,0.201128901,0.000311659,0.075876186
-0.405832684,0.012187022,0.001939822,-2863.323521,0.617604306,0.199623859,0.000304982,0.077433602
-0.458027681,0.014668673,0.001913342,-2859.825453,0.629030165,0.198984032,0.000335214,0.066929248
-0.448874471,0.014334643,0.001917813,-2873.816515,0.625778434,0.199049892,0.000331147,0.067241733
-0.469388981,0.015240565,0.00197712,-2853.520669,0.615200043,0.201685109,0.000391565,0.054167525
-0.517063834,0.016633378,0.001994418,-2866.88611,0.621341151,0.201331972,0.000397323,0.057923909
-0.419111123,0.012988031,0.001925813,-2845.62585,0.622139673,0.201640505,0.000366214,0.067383513
-0.474087856,0.015487992,0.001897211,-2873.131007,0.620563977,0.201057672,0.000367782,0.06636693
-0.488864222,0.016038263,0.001901136,-2853.509379,0.6226958,0.203165414,0.000363174,0.061969619
-0.467159273,0.014898884,0.002081282,-2879.288753,0.621213756,0.203241378,0.000369824,0.053840497
-0.507890014,0.016621501,0.001966381,-2875.615951,0.608514654,0.200939541,0.00035155,0.060997639
-0.500890722,0.01679295,0.002004174,-2870.629918,0.633382532,0.202965996,0.000354401,0.064007491
-0.48365903,0.016175879,0.002112154,-2878.9455,0.612955519,0.203218615,0.000302484,0.058400886
-0.507589932,0.016399402,0.002022105,-2857.33647,0.630168562,0.202122962,0.00028208,0.051405207
-0.481447923,0.015245161,0.002125671,-2850.833186,0.601093554,0.201968795,0.000349441,0.051779991
-0.482577957,0.015714904,0.0021023,-2878.680554,0.616752453,0.202158408,0.000341854,0.053763773
-0.476457618,0.015451117,0.001997722,-2881.248412,0.609625358,0.201287848,0.000380963,0.077997931
-0.510702677,0.015858337,0.002072575,-2879.302366,0.618223816,0.201591824,0.000391838,0.069432619
-0.490485472,0.015361472,0.002022212,-2876.724914,0.593322167,0.201435502,0.000364752,0.094346335
-0.448184195,0.014067822,0.001984256,-2872.511514,0.609516504,0.201470735,0.000308335,0.096474776
-0.440538391,0.014297488,0.001995244,-2862.467078,0.604694094,0.201520633,0.000296622,0.087558266
-0.43270522,0.014567034,0.001863365,-2878.10593,0.623071098,0.202526962,0.000311288,0.070951727
-0.458213738,0.015331144,0.001928365,-2865.61735,0.623509344,0.202599038,0.000231726,0.053551511
-0.440996314,0.014244594,0.001928335,-2870.659008,0.622118169,0.202679837,0.00014935,0.069601625
-0.458873147,0.014805179,0.001972679,-2857.816259,0.608876806,0.203616813,0.000110661,0.068467496
-0.489567755,0.016596682,0.001978603,-2863.059501,0.620592858,0.198177356,9.33E-05,0.069216527
-0.442401578,0.014109749,0.001992456,-2871.94338,0.608353043,0.200006101,0.000113669,0.070312249
-0.463348002,0.015478442,0.001960965,-2851.145209,0.614528143,0.200428165,0.00012109,0.077661899
-0.502446674,0.017312987,0.001969734,-2867.47966,0.62637543,0.201525567,0.000115406,0.103125877
-0.452999028,0.013477072,0.001971288,-2877.755147,0.605695185,0.200575971,0.000124821,0.102948948
-0.48948573,0.016721766,0.002001361,-2874.305026,0.611770438,0.200900256,0.000123936,0.096622324
-0.450912284,0.013653159,0.002026158,-2870.487067,0.60735699,0.199901772,0.00012888,0.091729078
-0.455203431,0.015071841,0.002005127,-2877.651159,0.611306742,0.2004527,0.000125785,0.089375031
-0.429035083,0.013450784,0.002045699,-2876.433426,0.611340537,0.203490988,0.000138619,0.079295284
-0.458670907,0.015368236,0.002029231,-2857.740201,0.613087345,0.203012679,0.000153676,0.079352304
-0.401579901,0.01031683,0.001977836,-2872.012656,0.611741471,0.201973547,0.000150442,0.085208018
-0.516197124,0.016535829,0.002018134,-2880.385759,0.602771285,0.20440036,0.000122525,0.081201945
-0.477802926,0.013392271,0.00198872,-2873.19299,0.620076312,0.203959795,0.00013393,0.072426522
-0.459556088,0.015250832,0.001910192,-2872.773292,0.616694157,0.202047452,0.000156467,0.07287618
-0.447633653,0.013188673,0.002007889,-2863.314285,0.603029347,0.202167566,0.000144369,0.058103768
-0.424962464,0.014433257,0.002003832,-2863.827467,0.627503522,0.201231216,0.000231055,0.07495625
-0.433521432,0.013890036,0.002023192,-2875.810638,0.608084816,0.200245997,0.000239339,0.07598604
-0.445940809,0.013409341,0.001991416,-2860.725441,0.615090295,0.201839216,0.000261265,0.075144943
-0.466262439,0.014569839,0.001971008,-2871.593516,0.606236315,0.201979226,0.000172383,0.06004645
-0.448283871,0.014080495,0.001949955,-2855.124059,0.611809279,0.203002734,0.000173872,0.051454547
-0.443780749,0.013667979,0.001987623,-2862.222355,0.613545443,0.202807129,0.000183428,0.060535305
-0.444275384,0.013365682,0.001967582,-2867.523418,0.623771239,0.202377279,0.000144129,0.051550253
-0.454849539,0.014863236,0.001951283,-2846.6245,0.620820565,0.202168126,0.000157118,0.053868336
-0.427060712,0.013459704,0.001978557,-2863.268833,0.605917369,0.201350093,0.000157745,0.054977863
-0.451767208,0.0145518,0.001962891,-2852.77958,0.629861226,0.200526595,0.000174523,0.056512381
-0.47449591,0.016279814,0.001891862,-2842.568359,0.627193485,0.201233766,0.000215411,0.050581468
-0.470381279,0.016166404,0.001912557,-2859.687111,0.629203,0.203304524,0.000223231,0.05014875
-0.482159634,0.015850807,0.001876141,-2858.031516,0.602479532,0.199656585,0.000234089,0.04951285
-0.474139638,0.014998155,0.002034073,-2854.571413,0.624452577,0.199296924,0.000254677,0.04343759
-0.424032838,0.012458023,0.0020013,-2858.586364,0.6039455,0.202256372,0.000207879,0.050269637
-0.437859452,0.012675665,0.001957925,-2857.466848,0.620043498,0.201569697,0.000193155,0.051768257
-0.427483957,0.012575827,0.001946137,-2845.16243,0.621434668,0.196901811,0.000208683,0.070802557
-0.43609585,0.013047074,0.001932585,-2862.155494,0.624590174,0.205320143,0.000236636,0.066338002
-0.439195438,0.014106944,0.001950139,-2863.618782,0.60998449,0.205444953,0.000225346,0.072695867
-0.460539875,0.014790275,0.002010327,-2849.069161,0.620567582,0.205484382,0.000196879,0.064100238
-0.476345165,0.015301359,0.002025847,-2870.521605,0.612049833,0.202931479,0.000197372,0.04954742
-0.459071411,0.01424048,0.002006972,-2852.058226,0.613954108,0.197222275,0.000193155,0.057582049
-0.465313347,0.014004938,0.001978328,-2858.431535,0.623177875,0.202695886,0.000197276,0.06082449
-0.476372073,0.015330298,0.002005169,-2868.955366,0.604091382,0.20261333,0.00022299,0.070459299
-0.456983342,0.014231785,0.002007309,-2864.070175,0.604227923,0.203651358,0.000185924,0.06348199
-0.46586081,0.014828162,0.002024923,-2871.573274,0.623776069,0.203250546,0.000227115,0.063958572
-0.450245824,0.013669146,0.002024307,-2869.529849,0.622436465,0.203434858,0.000150955,0.067232476
-0.459542141,0.015437621,0.002028542,-2842.373848,0.614227094,0.198596854,0.000148421,0.069499736
-0.463290784,0.01529043,0.002018703,-2869.315613,0.614747611,0.198401857,0.000143618,0.074293063
-0.451017084,0.016313874,0.00201526,-2865.20336,0.618374551,0.200727053,0.000126849,0.067571091
-0.412482046,0.012093875,0.001974565,-2872.983025,0.616754059,0.204301008,0.000156963,0.070037003
-0.461580487,0.015317463,0.001945909,-2860.40912,0.620369925,0.200073915,0.000158873,0.067945239
-0.436109104,0.013215718,0.001938406,-2875.370373,0.62776363,0.201744484,0.000135442,0.07678931
-0.452554033,0.013714619,0.001956429,-2854.181554,0.629663837,0.202978494,0.000123431,0.076564217
-0.441694609,0.013826976,0.001939662,-2870.143445,0.608504804,0.200246867,0.00010558,0.066257434
-0.444507774,0.014823587,0.001936353,-2854.109318,0.617493044,0.204389664,0.000138427,0.054993939
-0.409071146,0.012407993,0.001921918,-2848.953085,0.611125981,0.20271554,0.000146686,0.055251091
-0.442565356,0.01281972,0.001909085,-2843.294936,0.637489376,0.204067727,0.00011246,0.050365486
-0.444625685,0.013992781,0.001958478,-2833.984803,0.608336063,0.200761772,0.000113117,0.05008946
-0.42587146,0.013275913,0.001957001,-2856.287532,0.620823791,0.200962225,0.00011317,0.072881858
-0.457738262,0.015010563,0.001946971,-2856.770597,0.614193446,0.201898229,0.000117946,0.074877884
-0.41404405,0.014347503,0.001933854,-2855.673712,0.603885278,0.202086608,9.88E-05,0.081217237
-0.456894436,0.014802359,0.001933569,-2874.098515,0.620342373,0.200741241,8.95E-05,0.070887187
-0.443479891,0.014901869,0.001932492,-2855.464071,0.61739601,0.200474323,8.01E-05,0.064344166
-0.371342424,0.011816657,0.001909883,-2855.588064,0.610745259,0.199888659,5.59E-05,0.075184349
-0.402648952,0.013412286,0.001913817,-2849.535088,0.632478123,0.200642227,5.10E-05,0.074729848
-0.418101089,0.014312623,0.001901041,-2855.11374,0.606404768,0.202178628,5.11E-05,0.059112402
-0.427492839,0.013563548,0.001890139,-2861.057209,0.612411937,0.201563022,3.80E-05,0.059524628
-0.446603578,0.015241708,0.001898899,-2871.573564,0.608012184,0.201532509,5.46E-05,0.07524216
-0.446097915,0.014243401,0.001891957,-2861.539959,0.613443135,0.200984048,4.85E-05,0.073849314
-0.472388415,0.015506863,0.001905906,-2861.278621,0.612500841,0.201862416,7.13E-05,0.076613662
-0.431699805,0.012353112,0.001888732,-2860.847301,0.612374659,0.201343365,5.88E-05,0.083593253
-0.472675008,0.016461185,0.001894391,-2856.074441,0.615582028,0.204506857,7.07E-05,0.075483728
-0.454824449,0.015053841,0.00189523,-2854.575694,0.637199283,0.201914344,6.85E-05,0.076821978
-0.472423051,0.015741961,0.001883727,-2872.66755,0.611071839,0.199533654,9.41E-05,0.069888859
-0.442067464,0.014039007,0.001889747,-2857.40674,0.599097414,0.198684586,0.000108733,0.073020498
-0.423952877,0.013501506,0.001902199,-2856.912938,0.638622033,0.20269651,0.000115684,0.070160339
-0.456350527,0.014971123,0.001896137,-2844.837195,0.608768347,0.204411886,0.000130359,0.070947408
-0.43977279,0.013568153,0.001917373,-2869.197164,0.618292853,0.204630189,0.000130507,0.067792518
-0.45903088,0.014933111,0.001890118,-2840.476536,0.621458758,0.200050057,0.000130741,0.057648886
-0.407924349,0.012670053,0.001938168,-2857.665539,0.606991054,0.198482054,0.000142904,0.068246132
-0.417180818,0.013000315,0.001893845,-2859.495176,0.615308687,0.200668738,0.000143642,0.058961555
-0.466806264,0.013525963,0.001882,-2861.546245,0.608160988,0.19839965,0.000176291,0.074503236
-0.462594729,0.015687064,0.001917676,-2833.222294,0.629234741,0.198746187,0.000155641,0.070354088
-0.46262872,0.015250376,0.001957744,-2859.774321,0.596035703,0.204499187,0.000161981,0.076866455
-0.515885234,0.016744822,0.002010918,-2874.54398,0.610353716,0.205290713,0.000141574,0.064680648
-0.453123698,0.013407317,0.002014451,-2856.114668,0.627474694,0.204197044,0.000112907,0.061061926
-0.459526176,0.015027147,0.0019982,-2858.885488,0.614740276,0.199798144,0.000116815,0.058870683
-0.440112962,0.013971268,0.002030802,-2850.398917,0.61476016,0.199995026,0.000101522,0.059523468
-0.437325697,0.012121923,0.002039849,-2874.866313,0.610772241,0.201831219,0.000103277,0.065469463
-0.470367371,0.013575862,0.002065331,-2858.127006,0.607579943,0.201851394,8.23E-05,0.055779222
-0.470595367,0.013981592,0.002042152,-2861.445076,0.618327686,0.199445167,9.31E-05,0.054727179
-0.431444937,0.012442269,0.002031292,-2868.432751,0.621244481,0.201242741,0.000116267,0.059437553
-0.507618343,0.015282157,0.002076933,-2851.394689,0.63325552,0.201109375,0.000137701,0.083257877
-0.420602128,0.012797607,0.00209379,-2852.5172,0.627215273,0.200704456,0.000139403,0.090399417
-0.46428702,0.013401716,0.002041908,-2849.779082,0.626327928,0.200597972,0.000184307,0.091919386
-0.445404548,0.011110575,0.002057211,-2880.416764,0.613914201,0.200883663,0.000317382,0.087853519
-0.41108227,0.012018672,0.002088538,-2896.8475,0.616840346,0.202254753,0.000329257,0.077420752
-0.395930165,0.011424502,0.001996806,-2882.225447,0.624866572,0.201659771,0.000307788,0.085390007
-0.479739915,0.014915743,0.002147601,-2874.2957,0.60961083,0.204381837,0.000374258,0.076971996
-0.472205891,0.014564637,0.002246513,-2881.171825,0.603148418,0.204166234,0.000345022,0.074196346
-0.456743938,0.014577855,0.002183131,-2874.84979,0.611503903,0.200088384,0.000254134,0.08389409
-0.463691867,0.014196259,0.002076603,-2867.41621,0.613094258,0.200503079,0.000228236,0.088453862
-0.497273165,0.016443694,0.002031605,-2851.843268,0.620165902,0.200619379,0.000250833,0.081774578
-0.475156638,0.014428131,0.002035644,-2877.44464,0.619302026,0.201248188,0.000207067,0.074814812
-0.499422613,0.01773479,0.002026039,-2874.867563,0.601718904,0.201871206,0.000275815,0.081983349
-0.464491509,0.01463608,0.0019888,-2883.095561,0.613680292,0.200315568,0.000283706,0.082450643
-0.474277041,0.01425592,0.00208876,-2883.916046,0.611284574,0.202417521,0.000252722,0.088484253
-0.548349762,0.018383982,0.002117839,-2883.865171,0.604530811,0.199738672,0.000277236,0.089634718
-0.499080682,0.015594503,0.002122908,-2890.852055,0.62012278,0.20185227,0.000291108,0.070262702
-0.4939004,0.016213234,0.002084527,-2874.00964,0.620267625,0.198164478,0.000285193,0.069779364
-0.463523874,0.013549682,0.002010205,-2887.15083,0.614871283,0.1992548,0.000285098,0.077617414
-0.443622396,0.01461076,0.002032226,-2875.48734,0.626521579,0.200508358,0.000282427,0.063495437
-0.490357637,0.016224474,0.001937563,-2878.89569,0.601598939,0.200794981,0.000269071,0.063568223
-0.479437375,0.015872146,0.001890385,-2880.764431,0.61451148,0.201189942,0.000278787,0.067622346
-0.459197037,0.014938824,0.001918911,-2867.478192,0.612246766,0.202141582,0.00029098,0.063820422
-0.458708454,0.014518191,0.001987262,-2881.980168,0.624502012,0.202436636,0.000293797,0.05603736
-0.425619937,0.012587239,0.002166871,-2887.790657,0.605830154,0.201781971,0.000293387,0.053644582
-0.429250408,0.013059869,0.002048802,-2859.568494,0.605474135,0.202018376,0.000237722,0.04646661
-0.491088145,0.015460008,0.001963108,-2875.801906,0.607082796,0.200876746,0.000237816,0.055349207
-0.471074973,0.014816024,0.0020117,-2853.092914,0.628802777,0.20069538,0.000165898,0.05007432
-0.4494215,0.013620529,0.002039923,-2838.510947,0.616123218,0.20445415,0.000213186,0.06439855
-0.451062794,0.013729644,0.001988025,-2856.610141,0.618584234,0.205072995,0.000234751,0.056853255
-0.421500682,0.012337732,0.001993028,-2862.38842,0.615163179,0.198806335,0.000242881,0.056524421
-0.478023022,0.014435479,0.002007969,-2872.536115,0.613864725,0.203478354,0.00024306,0.068955178
-0.475340489,0.014970743,0.002061955,-2865.461731,0.612988096,0.199672375,0.00026499,0.058563064
-0.407859451,0.011002398,0.002018938,-2856.649132,0.63203798,0.199521336,0.000235095,0.059804654
-0.469501748,0.013916779,0.002033724,-2874.573526,0.60505114,0.202624717,0.000218517,0.066618044
-0.456152792,0.013283701,0.002142292,-2865.484017,0.606220196,0.202807695,0.000214059,0.071858561
-0.498066435,0.015252477,0.002091915,-2863.873069,0.624831686,0.200497229,0.00018392,0.08161227
-0.475727387,0.013441801,0.002136145,-2859.053106,0.626427335,0.200300095,0.000177165,0.074924134
-0.47586592,0.013632458,0.002061049,-2871.038263,0.611950945,0.201813852,0.000176812,0.078012827
-0.473668084,0.013922735,0.002072539,-2865.030353,0.619216536,0.200227308,0.000182701,0.074641296
-0.4519435,0.013430665,0.002084212,-2870.37801,0.620405657,0.200771207,0.000182221,0.074826256
-0.505172399,0.015746361,0.002077832,-2871.784935,0.610434774,0.202398644,0.000181958,0.079013896
-0.421371382,0.014131673,0.002043588,-2857.799971,0.631295177,0.200803383,0.000233845,0.07843162
-0.460447917,0.014039814,0.002083927,-2882.760312,0.60094215,0.200317662,0.000279253,0.081354701
-0.457011281,0.013639586,0.002037774,-2877.547956,0.61146582,0.201236656,0.000216991,0.078781351
-0.48581581,0.015272636,0.002045943,-2858.238337,0.627636573,0.20113066,0.00021296,0.066575931
-0.429971035,0.011362059,0.002016581,-2862.474283,0.619945381,0.203031069,0.000236973,0.09444817
-0.411094885,0.010933409,0.002079936,-2865.978041,0.61785215,0.204931594,0.000260865,0.071556453
-0.451214829,0.014204023,0.002089957,-2859.2689,0.632419664,0.197977429,0.000337123,0.071928278
-0.475733478,0.014039163,0.001947826,-2861.139373,0.621580115,0.200119091,0.000362283,0.083078743
-0.508347193,0.016896401,0.001897811,-2859.692762,0.601910733,0.200532463,0.000301715,0.082695128
-0.469079031,0.015859219,0.001893453,-2872.245223,0.622347014,0.205343803,0.000323999,0.078289054
-0.473765034,0.016068985,0.001911749,-2862.217042,0.618479979,0.205039293,0.000280078,0.074146395
-0.45977099,0.015331206,0.001862772,-2863.121314,0.617252021,0.197793193,0.000306598,0.073562524
-0.481251195,0.016529409,0.001829055,-2866.439115,0.61530851,0.197139635,0.00032087,0.071378007
-0.440995049,0.014237879,0.001947732,-2872.551825,0.621362374,0.206505441,0.000307401,0.059280193
-0.457277159,0.015028984,0.001942122,-2878.387363,0.606091728,0.203826195,0.000260514,0.066652873
-0.430153229,0.012992128,0.001900621,-2871.860678,0.607087368,0.20430337,0.000257775,0.061328543
-0.440305935,0.013803798,0.001873116,-2867.014616,0.606931191,0.203345431,0.000259433,0.063514757
-0.429923679,0.01401485,0.001906635,-2866.664718,0.615783378,0.199264774,0.000190811,0.054993939
-0.474642123,0.015133521,0.001937089,-2864.71558,0.611043931,0.203908143,0.000132935,0.065828892
-0.491796071,0.015724482,0.001924335,-2862.629279,0.605950373,0.202591324,0.000124046,0.072600482
-0.474531389,0.01554475,0.001899285,-2876.979658,0.622060213,0.200639113,0.000155267,0.082212699
-0.446176297,0.014731216,0.001925177,-2870.195992,0.615698987,0.201883509,0.000151794,0.079653746
-0.428063003,0.012655175,0.001934013,-2855.765956,0.611614422,0.198743625,0.000140502,0.056244323
-0.466683914,0.014409093,0.001954077,-2863.728834,0.603060178,0.204635435,9.74E-05,0.074691875
-0.491347183,0.015892184,0.001935689,-2862.239345,0.614355426,0.20382926,9.99E-05,0.064648463
-0.440068376,0.013133638,0.001912471,-2864.151655,0.611388593,0.20190996,0.000129909,0.062374585
-0.446391243,0.014447086,0.001874458,-2860.592407,0.602297889,0.202339301,9.12E-05,0.071776643
-0.457560036,0.013946756,0.001872404,-2865.339381,0.610840552,0.201576989,8.92E-05,0.072959205
-0.476968829,0.016581577,0.001889045,-2856.055914,0.62955396,0.201788345,0.000110207,0.074567404
-0.448532874,0.014889155,0.001884424,-2862.960521,0.617583933,0.201262954,0.000134381,0.061365925
-0.453931829,0.01406775,0.001936721,-2859.623975,0.61244029,0.205013331,0.00014957,0.05529437
-0.464830081,0.016103449,0.001959009,-2861.010212,0.610639564,0.20275866,0.00015087,0.05225679
-0.489133939,0.016967455,0.001937263,-2860.438928,0.615767164,0.201719063,0.000148186,0.05438333
-0.435217944,0.014940412,0.001942444,-2858.608295,0.612560254,0.198187976,0.000143835,0.063377945
-0.475714027,0.014856467,0.001919678,-2864.594492,0.610342679,0.199704917,8.56E-05,0.062437822
-0.457668756,0.014940854,0.001903208,-2839.248342,0.611807739,0.203471987,9.38E-05,0.069123551
-0.455322087,0.015098283,0.001911466,-2855.387811,0.626104506,0.200368233,8.55E-05,0.051639854
-0.436960458,0.014394822,0.001907255,-2861.792164,0.623416981,0.202739976,7.59E-05,0.052549499
-0.469284036,0.015829327,0.001903429,-2861.068423,0.611416069,0.201626707,9.03E-05,0.054622291
-0.466973352,0.015349809,0.001909917,-2861.879957,0.620284188,0.202050353,9.28E-05,0.054758838
-0.459414751,0.014010594,0.001906309,-2864.22327,0.620470625,0.201930306,7.98E-05,0.053887722
-0.434781134,0.013398969,0.001917704,-2861.942579,0.625457775,0.201723946,8.20E-05,0.066273041
-0.463511547,0.016439496,0.001934613,-2852.939314,0.596237502,0.200512213,0.000143348,0.070671064
-0.426034931,0.012516774,0.001941049,-2871.089912,0.624482048,0.200034098,0.000105385,0.079042217
-0.432922998,0.012689821,0.001987412,-2862.242396,0.611506054,0.201588758,0.000107465,0.076346661
-0.407217589,0.012438056,0.001926447,-2855.489805,0.625063037,0.203010238,0.000126773,0.086864818
-0.447482983,0.0152706,0.001924035,-2862.089357,0.615837154,0.204268622,0.000127067,0.074051521
-0.476218495,0.015211171,0.001950656,-2862.461585,0.604988397,0.20104218,0.000136268,0.065348012
-0.480842147,0.014860503,0.002013458,-2872.12437,0.600306642,0.199780292,0.000135562,0.061125855
-0.431539974,0.012585315,0.002043456,-2865.706536,0.614871164,0.202643851,0.00014657,0.073837547
-0.454740712,0.014803231,0.002108646,-2860.548545,0.629811748,0.202774058,0.00015195,0.070625352
-0.456987725,0.014386018,0.002107725,-2857.73745,0.607135656,0.201276088,0.000108707,0.070267225
-0.472960139,0.014854624,0.002126272,-2847.954023,0.614090031,0.201433405,0.000101231,0.073866776
-0.475888926,0.015219975,0.002100642,-2868.900363,0.616290838,0.20169367,0.000106456,0.086077186
-0.47848911,0.016039634,0.002091685,-2859.534218,0.618507067,0.201798097,0.000104976,0.083230765
-0.459184239,0.013425952,0.002128829,-2867.92414,0.619079595,0.199618109,0.000119505,0.098832438
-0.450872614,0.013249969,0.00208906,-2876.130038,0.610390215,0.202194699,0.000105675,0.099189901
-0.459652611,0.014405879,0.002068656,-2866.818798,0.615284722,0.201409955,0.000105767,0.101127212
-0.468452141,0.014479614,0.002105166,-2865.145605,0.613450363,0.201430566,0.00011975,0.082741619
-0.445122057,0.012883315,0.00210374,-2865.180363,0.613345031,0.201217718,8.80E-05,0.09139805
-0.488857787,0.014231869,0.002094744,-2870.030629,0.629947696,0.201360193,9.22E-05,0.084646468
-0.500634334,0.0155749,0.002069453,-2868.431254,0.602266133,0.202370029,8.70E-05,0.064192849
-0.484531683,0.014316252,0.002074479,-2861.345031,0.59534268,0.19949664,8.20E-05,0.064836796
-0.480308223,0.014863366,0.002121667,-2862.152186,0.612434465,0.199390674,8.72E-05,0.069661471
-0.49578548,0.014775272,0.002109462,-2865.633438,0.603578594,0.19777754,7.44E-05,0.059932197
-0.491133404,0.014377931,0.002128575,-2866.169044,0.610553248,0.19962295,6.70E-05,0.072238669
-0.463478679,0.013775379,0.00213565,-2855.822774,0.601737156,0.201774155,6.74E-05,0.059427193
-0.501508328,0.015101374,0.002115991,-2847.337457,0.605647416,0.201713715,6.36E-05,0.055759333
-0.503143263,0.015586399,0.00213731,-2861.755106,0.619961919,0.20121062,4.58E-05,0.061165496
-0.493257254,0.015501238,0.002128767,-2844.817253,0.631148545,0.203098274,4.26E-05,0.069678552
-0.488895285,0.01361635,0.002136133,-2859.701806,0.61578622,0.201720073,4.21E-05,0.062258325
-0.411165287,0.011266026,0.002149145,-2851.57319,0.626358389,0.203691217,4.32E-05,0.064341364
-0.447621148,0.012921822,0.002124086,-2866.361738,0.624550669,0.203327072,4.42E-05,0.064881646
-0.517764772,0.016364742,0.002113592,-2866.572413,0.616949037,0.201480832,4.61E-05,0.073165872
-0.497517104,0.014514135,0.002118938,-2860.192075,0.621180982,0.201249385,3.31E-05,0.060766986
-0.446382352,0.013381496,0.002104397,-2859.81656,0.625019339,0.204026751,3.38E-05,0.064301318
-0.477564603,0.01491499,0.002114126,-2859.092617,0.613086801,0.202084458,3.62E-05,0.052335748
-0.520085917,0.016407242,0.002117258,-2846.453917,0.60848641,0.200763854,3.42E-05,0.056000198
-0.503338212,0.01607523,0.002121894,-2870.590206,0.614736097,0.201090071,3.48E-05,0.055574777
-0.454092226,0.014787943,0.002117724,-2877.580443,0.625153853,0.20230383,3.74E-05,0.078525635
-0.448448208,0.014340882,0.002114136,-2858.180326,0.630817452,0.197803687,3.10E-05,0.067099867
-0.428438944,0.012300491,0.002115083,-2870.421795,0.613064942,0.201635254,4.31E-05,0.077823794
-0.480835463,0.015171574,0.00212108,-2862.41674,0.620819059,0.201406053,4.89E-05,0.063950652
-0.467496203,0.014649424,0.002111229,-2863.242273,0.608810834,0.20092917,6.32E-05,0.054290292
-0.423885345,0.011955693,0.002090233,-2859.548005,0.619211316,0.20208382,6.25E-05,0.065339274
-0.451180201,0.014372253,0.002091337,-2861.28692,0.627150336,0.201786414,6.44E-05,0.065991926
-0.484753407,0.015939966,0.002118719,-2859.277384,0.620869243,0.201573798,6.30E-05,0.063029923
-0.490565023,0.014765957,0.002092272,-2875.776697,0.618200766,0.203626269,8.75E-05,0.065236772
-0.436404153,0.01389312,0.002092135,-2852.473701,0.61125402,0.203229996,0.000103229,0.081219107
-0.485865913,0.015063669,0.002115653,-2878.397162,0.609310067,0.201582672,0.000108051,0.079736488
-0.485306566,0.014900132,0.002118045,-2880.343427,0.629260401,0.201310553,0.000126733,0.08225384
-0.50241991,0.014984247,0.002104112,-2861.784771,0.620854912,0.201237436,0.000167629,0.082512434
-0.458176233,0.014292493,0.002116623,-2881.993756,0.603460269,0.202015845,0.00017722,0.094467191
-0.475126842,0.015841792,0.002094228,-2857.090621,0.614200749,0.201852296,0.000171343,0.104839306
-0.482407481,0.014849701,0.002058835,-2861.762816,0.614993912,0.202975719,0.000145661,0.109760495
-0.396324446,0.010114524,0.001994354,-2866.947927,0.592523552,0.200956544,0.000126634,0.114971381
-0.421696621,0.012660813,0.001977127,-2860.483916,0.606532812,0.202478068,0.000156465,0.088301765
-0.413334703,0.012917771,0.001988953,-2875.671565,0.606336554,0.200403599,0.000165126,0.065293302
-0.459868536,0.015101501,0.001953724,-2876.399683,0.611312972,0.202819093,0.00012967,0.053951865
-0.477614166,0.014838594,0.001960168,-2861.328487,0.614439971,0.200535675,0.000115891,0.056592717
-0.485620239,0.015711719,0.00197255,-2867.066016,0.619905376,0.200587871,8.62E-05,0.065573831
-0.474303101,0.01495776,0.001963777,-2857.040575,0.611312906,0.200799315,7.81E-05,0.071237616
-0.41946084,0.012684795,0.00197267,-2871.244905,0.616454848,0.199088053,8.49E-05,0.070115836
-0.451205874,0.014557653,0.001977259,-2863.689206,0.63349186,0.200087291,8.69E-05,0.054239588
-0.456272794,0.01475166,0.001952876,-2842.041395,0.62880146,0.202247247,7.81E-05,0.047181872
-0.447112407,0.013658978,0.001947639,-2854.078553,0.610640789,0.200178644,6.77E-05,0.049460504
-0.450392163,0.014807819,0.0019532,-2868.480818,0.6118545,0.200591259,7.00E-05,0.06847425
-0.433923615,0.013846472,0.001952871,-2855.752347,0.600530017,0.203233885,7.08E-05,0.068748241
-0.411378683,0.012343919,0.001942788,-2869.050179,0.611504424,0.202208332,8.15E-05,0.083444037
-0.482011804,0.015950866,0.001965152,-2865.388475,0.608368731,0.198895556,7.95E-05,0.087070286
-0.485305236,0.016213033,0.00194305,-2866.764725,0.629934923,0.202991556,0.000117921,0.063890496
-0.425540267,0.013322539,0.001939561,-2875.478394,0.618962824,0.20198083,0.000118175,0.073564331
-0.418529228,0.013602736,0.00195942,-2864.76702,0.609501466,0.201415933,9.62E-05,0.057168579
-0.506661593,0.017201359,0.001959335,-2858.253511,0.602394685,0.201360103,0.000156141,0.065942821
-0.527957917,0.018032345,0.001968165,-2868.421487,0.622219562,0.20248735,0.000146895,0.071758753
-0.506585777,0.017850085,0.001950672,-2861.698735,0.618026747,0.202445388,0.000182296,0.070334811
